Binomial,Body_mass.g.,Tail_length.mm.,Age,Sex,Reproductive_stage,Body_molt,Flight_molt,Longitude_decimal_degrees,Latitude_decimal_degrees,State,Year,Date2,BreedingSeason,BodyCond,Pred,Residuals,Site
Trichothraupis_melanops,30,69,Adult,Female,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,1.446,-0.172399222,0.792346844,1
Trichothraupis_melanops,27,76,Adult,Male,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,0.539,-0.090217036,0.322694798,1
Trichothraupis_melanops,30,72,Adult,Female,Present,Absent,Absent,-47.949986,-24.16386,SP,2012,11,Breeding,5.576,0.368013723,2.016267438,2
Trichothraupis_melanops,21,75,Adult,Female,Absent,Absent,Absent,-46.02,-23.039,SP,2006,3,Breeding,-1.175,-0.393283855,-0.106458162,3
Trichothraupis_melanops,24,80.8,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2016,7,OutsideBreeding,-0.55,0.110874447,-0.343616836,4
Trichothraupis_melanops,25,77.9,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2014,6,OutsideBreeding,1.61,0.11087443,0.579133894,4
Trichothraupis_melanops,20.5,74.9,Adult,Female,Absent,Absent,Absent,-54.487792,-25.619635,PR,2015,10,Breeding,-3.157,-0.587094532,-0.759356703,5
Trichothraupis_melanops,25.5,79,Adult,Male,Absent,Absent,Absent,-49.671408,-28.649798,SC,2013,5,OutsideBreeding,0.557,-0.123803337,0.363970689,6
Trichothraupis_melanops,19.5,77,Adult,Female,Absent,Absent,Absent,-47.949986,-24.16386,SP,2013,4,OutsideBreeding,-8.813,-0.194119704,-3.568571362,2
Trichothraupis_melanops,17,76,Adult,Female,Absent,Absent,Absent,-46.02,-23.039,SP,2006,8,OutsideBreeding,-4.945,-0.393283176,-1.717000594,3
Trichothraupis_melanops,25,77.8,Adult,Female,Absent,Present,Absent,-48.512518,-27.531353,SC,2001,8,OutsideBreeding,-0.464,0.081632856,-0.277636096,7
Trichothraupis_melanops,24,74,Adult,Male,Absent,Present,Present,-44.204194,-23.183073,RJ,1996,2,Breeding,-0.425,0.160413441,-0.339755904,8
Trichothraupis_melanops,22,75,Adult,Female,Absent,Present,Present,-46.02,-23.039,SP,2006,3,Breeding,-0.175,-0.236206976,0.163664364,3
Trichothraupis_melanops,24,75,Adult,Female,Absent,Absent,Present,-47.949986,-24.16386,SP,2012,7,OutsideBreeding,0.265,-0.155932053,0.271357179,2
Trichothraupis_melanops,37,72,Adult,Female,Absent,Absent,Absent,-49.671408,-28.649798,SC,2013,9,OutsideBreeding,9.964,-0.205985523,4.46481767,6
Trichothraupis_melanops,23,75,Adult,Female,Absent,Present,Absent,-44.188333,-23.010833,RJ,2016,3,Breeding,-0.609,0.081632198,-0.339579352,9
Trichothraupis_melanops,22,80.1,Adult,Male,Absent,Present,Absent,-54.487792,-25.619635,PR,2014,3,Breeding,-1.557,-0.386023099,-0.27690909,5
Trichothraupis_melanops,21,76.6,Adult,Male,Absent,Absent,Absent,-54.487792,-25.619635,PR,2013,6,OutsideBreeding,-1.009,-0.504911652,0.076084737,5
Trichothraupis_melanops,26,74.8,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2009,10,Breeding,1.166,0.147580822,0.352750967,4
Trichothraupis_melanops,27,80,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2004,10,Breeding,1.392,0.110873732,0.486005122,4
Trichothraupis_melanops,23.5,76,Adult,Male,Absent,Absent,Absent,-47.949986,-24.16386,SP,2012,8,OutsideBreeding,-0.005,-0.111937497,0.112018783,2
Trichothraupis_melanops,24,73,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2002,5,OutsideBreeding,-0.49,0.147581532,-0.354691957,4
Trichothraupis_melanops,23,71,Adult,Male,Absent,Absent,Absent,-46.509514,-23.977439,SP,2015,6,OutsideBreeding,-0.214,0.0449258,-0.134129189,10
Trichothraupis_melanops,22,75.9,Adult,Male,Absent,Present,Absent,-48.422847,-25.356797,PR,1998,5,OutsideBreeding,-2.413,0.048596337,-1.077211215,11
Trichothraupis_melanops,26,77.5,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2002,4,OutsideBreeding,1.168,0.147581532,0.353604656,4
Trichothraupis_melanops,22,74,Adult,Male,Absent,Absent,Absent,-47.949986,-24.16386,SP,2012,11,Breeding,-1.965,-0.111938175,-0.725291371,2
Trichothraupis_melanops,22,70,Adult,Male,Absent,Present,Present,-49.398056,-22.530694,SP,2014,2,Breeding,-1.05,0.138227853,-0.584569944,12
Trichothraupis_melanops,26,83,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2015,7,OutsideBreeding,1.728,0.110874433,0.629543421,4
Trichothraupis_melanops,21,75,Adult,Male,Absent,Present,Present,-48.433333,-23.266667,SP,2010,1,Breeding,-2.136,-0.173889502,-0.736391142,13
Trichothraupis_melanops,22,67,Adult,Male,Absent,Present,Present,-46.016667,-23.033333,SP,2010,1,Breeding,-2.975,-0.004520564,-1.264180379,14
Trichothraupis_melanops,24,76,Adult,Male,Absent,Absent,Absent,-49.405145,-28.599546,SC,2013,4,OutsideBreeding,-1.84,-0.090217057,-0.693612563,1
Trichothraupis_melanops,24,75,Adult,Female,Absent,Present,Present,-48.054843,-20.091019,SP,2008,3,Breeding,1.031,-0.088309939,0.530969808,15
Trichothraupis_melanops,26,77,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2006,8,OutsideBreeding,0.708,0.028692223,0.275982239,4
Trichothraupis_melanops,21,75,Adult,Female,Absent,Absent,Absent,-41.84374722,-20.41793889,MG,2014,3,Breeding,0.318,-0.012305271,0.150371965,16
Trichothraupis_melanops,24,78.2,Adult,Male,Absent,Absent,Present,-48.541493,-25.587558,PR,2004,4,OutsideBreeding,-1.471,0.14906204,-0.77525508,4
Trichothraupis_melanops,26.5,77.45,Adult,Female,Absent,Absent,Absent,-48.673631,-25.304749,PR,2017,4,OutsideBreeding,1.267,-0.380491813,0.923970742,17
Trichothraupis_melanops,22,70,Adult,Female,Absent,Absent,Absent,-41.74221111,-20.49504444,ES,2013,4,OutsideBreeding,-0.948,0.038223046,-0.440990797,18
Trichothraupis_melanops,22.1,78,Adult,Male,Absent,Absent,Absent,-48.46,-23.29,SP,2006,5,OutsideBreeding,0.615,-0.131186041,0.396130958,19
Trichothraupis_melanops,26,73,Adult,Male,Absent,Absent,Absent,-44.204194,-23.183073,RJ,1996,8,OutsideBreeding,2.028,0.00333724,0.865240435,8
Trichothraupis_melanops,25,75.1,Adult,Male,Absent,Present,Absent,-48.541493,-25.587558,PR,2009,5,OutsideBreeding,0.143,0.229763687,-0.166456889,4
Trichothraupis_melanops,21,67,Adult,Male,Absent,Absent,Absent,-41.84374722,-20.41793889,MG,2017,6,OutsideBreeding,-0.905,0.069877599,-0.454275776,16
Trichothraupis_melanops,23.5,70,Adult,Female,Absent,Absent,Absent,-47.949986,-24.16386,SP,2012,11,Breeding,-1.384,-0.194120361,-0.394906331,2
Trichothraupis_melanops,25,77,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2010,4,OutsideBreeding,0.318,0.110874415,0.027192279,4
Trichothraupis_melanops,22,72,Adult,Female,Absent,Absent,Absent,-54.487792,-25.619635,PR,2011,7,OutsideBreeding,-1.299,-0.587093858,0.034379116,5
Trichothraupis_melanops,24,72,Adult,Male,Absent,Absent,Absent,-46.028,-22.977,SP,2005,11,Breeding,0.953,0.380617036,0.02872128,20
Trichothraupis_melanops,25,76,Adult,Male,Absent,Absent,Absent,-41.84374722,-20.41793889,MG,2015,5,OutsideBreeding,0.826,0.069877599,0.285206392,16
Trichothraupis_melanops,22,72,Adult,Male,Absent,Present,Present,-48.46,-23.29,SP,2006,5,OutsideBreeding,-0.865,0.025890838,-0.393201039,19
Trichothraupis_melanops,17,78.9,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2001,12,Breeding,-8.451,0.110873749,-3.71891863,4
Trichothraupis_melanops,23,75,Adult,Male,Absent,Absent,Absent,-41.84374722,-20.41793889,MG,2013,6,OutsideBreeding,-0.922,0.069877616,-0.461538183,16
Trichothraupis_melanops,20.5,76,Adult,Male,Absent,Absent,Absent,-41.02029722,-20.39838889,ES,2015,10,Breeding,-1.517,-0.201224609,-0.444619604,21
Trichothraupis_melanops,24,80,Adult,Male,Absent,Present,Absent,-48.541493,-25.587558,PR,2010,6,OutsideBreeding,-0.91,0.229763664,-0.616297838,4
Trichothraupis_melanops,19,71,Adult,Female,Absent,Present,Absent,-46.016667,-23.033333,SP,2010,1,Breeding,-5.055,-0.12489038,-2.032385325,14
Trichothraupis_melanops,32,74,Adult,Female,Absent,Absent,Absent,-41.74221111,-20.49504444,ES,2014,2,Breeding,-2.083,0.038222349,-0.925861424,18
Trichothraupis_melanops,26,75.9,Adult,Female,Absent,Absent,Absent,-48.675863,-25.301518,PR,2017,11,Breeding,0.884,0.271936015,0.107925542,22
Trichothraupis_melanops,26,79.5,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2014,4,OutsideBreeding,2.489,0.147581493,0.917935107,4
Trichothraupis_melanops,24,77,Adult,Female,Absent,Absent,Absent,-44.204194,-23.183073,RJ,1996,9,OutsideBreeding,0.9,-0.078844946,0.465541693,8
Trichothraupis_melanops,27,66,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2017,7,OutsideBreeding,2.636,0.028692244,1.099622669,4
Trichothraupis_melanops,21,69,Adult,Male,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,8,OutsideBreeding,-1.274,-0.194865181,-0.347169577,23
Trichothraupis_melanops,21.5,80.25,Adult,Female,Present,Present,Absent,-48.673631,-25.304749,PR,2017,4,OutsideBreeding,-3.946,0.040663832,-1.724175398,17
Trichothraupis_melanops,24.1,78.25,Adult,Female,Absent,Absent,Absent,-48.658873,-25.291068,PR,2017,1,Breeding,-1.194,-0.037257068,-0.470601737,24
Trichothraupis_melanops,27,75,Adult,Male,Absent,Present,Present,-48.681405,-25.29377,PR,2017,3,Breeding,1.953,0.605701834,0.230835886,25
Trichothraupis_melanops,25,74,Adult,Male,Absent,Absent,Absent,-44.204194,-23.183073,RJ,1996,6,OutsideBreeding,1.047,0.00333724,0.44615782,8
Trichothraupis_melanops,24,76.5,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2008,7,OutsideBreeding,-1.777,0.110874422,-0.86779048,4
Trichothraupis_melanops,22,68,Adult,Female,Absent,Present,Present,-48.46,-23.29,SP,2006,3,Breeding,-1.784,-0.056292026,-0.703614427,19
Trichothraupis_melanops,22,73,Adult,Male,Absent,Absent,Absent,-49.076722,-22.775,SP,2016,11,Breeding,0.646,0.079120271,0.199067827,26
Trichothraupis_melanops,23,75.7,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2012,9,OutsideBreeding,-0.691,0.028692284,-0.321669789,4
Trichothraupis_melanops,27,77.3,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2008,7,OutsideBreeding,1.162,0.110874422,0.387748569,4
Trichothraupis_melanops,22,72,Adult,Female,Absent,Absent,Absent,-46.369417,-23.842417,SP,2015,6,OutsideBreeding,-0.984,0.204872493,-0.623019424,27
Trichothraupis_melanops,24,67,Adult,Male,Absent,Absent,Absent,-48.433333,-23.266667,SP,2010,5,OutsideBreeding,-0.975,-0.330965702,-0.083336433,13
Trichothraupis_melanops,21,75,Adult,Male,Absent,Present,Present,-48.433333,-23.266667,SP,2010,1,Breeding,-2.136,-0.173889502,-0.736391142,13
Trichothraupis_melanops,26.4,70.7,Adult,Female,Absent,Absent,Absent,-48.675863,-25.301518,PR,2017,7,OutsideBreeding,1.679,0.271936693,0.44754839,22
Trichothraupis_melanops,24,75.97,Adult,Male,Absent,Absent,Absent,-48.981171,-25.49618,PR,2015,10,Breeding,0.262,0.015273181,0.098870346,28
Trichothraupis_melanops,24,79.5,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2011,6,OutsideBreeding,0.131,0.028692243,0.029488163,4
Trichothraupis_melanops,26,74,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2002,1,Breeding,1.434,0.147580854,0.467240375,4
Trichothraupis_melanops,27,80,Adult,Male,Absent,Present,Absent,-48.541493,-25.587558,PR,2017,4,OutsideBreeding,1.573,0.229763679,0.444438267,4
Trichothraupis_melanops,24,75.8,Adult,Female,Absent,Absent,Absent,-48.474789,-27.585696,SC,2001,12,Breeding,-0.108,-0.300339323,0.256419071,29
Trichothraupis_melanops,22.5,72,Adult,Female,Present,Absent,Absent,-42.38333,-22.5,RJ,2001,12,Breeding,-1.166,0.480120112,-0.976017334,30
Trichothraupis_melanops,25,76,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2015,9,OutsideBreeding,1.26,0.028692247,0.511796285,4
Trichothraupis_melanops,25,61,Adult,Female,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,8,OutsideBreeding,0.887,-0.277047367,0.658190522,23
Trichothraupis_melanops,22,72,Adult,Female,Absent,Present,Present,-48.46,-23.29,SP,2006,3,Breeding,-0.865,-0.056292026,-0.311018175,19
Trichothraupis_melanops,23,86,Adult,Female,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,5,OutsideBreeding,4.635,-0.277047367,2.259333889,23
Trichothraupis_melanops,20,63,Adult,Female,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,6,OutsideBreeding,-3.653,-0.277047367,-1.281294773,23
Trichothraupis_melanops,26,75,Adult,Female,Absent,Present,Present,-47.949986,-24.16386,SP,2013,3,Breeding,-2.773,-0.037043503,-1.145363161,2
Trichothraupis_melanops,25,81.1,Adult,Male,Absent,Present,Absent,-48.541493,-25.587558,PR,2011,6,OutsideBreeding,1.01,0.229763678,0.203925004,4
Trichothraupis_melanops,22,74,Adult,Female,Absent,Absent,Absent,-46.340917,-23.855861,SP,2015,6,OutsideBreeding,-0.524,-0.093331266,-0.128303938,31
Trichothraupis_melanops,20,65,Adult,Male,Absent,Present,Absent,-49.076722,-22.775,SP,2016,3,Breeding,-3.193,0.19800952,-1.559839934,26
Trichothraupis_melanops,23.8,77.1,Adult,Male,Absent,Present,Absent,-48.675863,-25.301518,PR,2017,11,Breeding,-1.407,0.47300745,-1.071859728,22
Trichothraupis_melanops,23.8,77.9,Adult,Male,Absent,Present,Absent,-48.673631,-25.304749,PR,2017,4,OutsideBreeding,-1.467,-0.179420378,-0.445063864,17
Trichothraupis_melanops,24,77.4,Adult,Male,Absent,Absent,Absent,-48.810668,-27.73223,SC,2001,6,OutsideBreeding,-1.584,0.035839875,-0.710306447,32
Trichothraupis_melanops,23,75,Adult,Male,Absent,Absent,Absent,-48.433333,-23.266667,SP,2009,12,Breeding,0.367,-0.330966357,0.489965822,13
Trichothraupis_melanops,24.4,76.7,Adult,Female,Absent,Absent,Absent,-48.981171,-25.49618,PR,2015,10,Breeding,0.606,-0.066909005,0.328009127,28
Trichothraupis_melanops,22,70,Adult,Male,Absent,Present,Present,-45.982,-23.633,SP,2006,3,Breeding,-1.325,0.096972183,-0.66079411,33
Trichothraupis_melanops,22,75,Adult,Male,Absent,Absent,Absent,-46.369417,-23.842417,SP,2015,6,OutsideBreeding,-0.294,0.28705468,-0.410434021,27
Trichothraupis_melanops,25,71,Adult,Female,Absent,Present,Absent,-47.949986,-24.16386,SP,2013,3,Breeding,-4.692,-0.075231133,-1.926971188,2
Trichothraupis_melanops,26.5,73.15,Adult,Female,Absent,Absent,Absent,-48.68104,-25.301984,PR,2017,7,OutsideBreeding,1.593,-0.017196162,0.699942096,34
Trichothraupis_melanops,26,75,Adult,Female,Absent,Present,Absent,-47.949986,-24.16386,SP,2013,4,OutsideBreeding,-2.773,-0.075230455,-1.10717621,2
Trichothraupis_melanops,24,73,Adult,Female,Absent,Present,Absent,-42.38333,-22.5,RJ,2002,3,Breeding,0.353,0.036875319,0.116143354,30
Trichothraupis_melanops,21.5,75.2,Adult,Male,Absent,Absent,Absent,-54.487792,-25.619635,PR,2016,7,OutsideBreeding,-2.625,-0.504911652,-0.614269501,5
Trichothraupis_melanops,25,74.15,Adult,Male,Absent,Absent,Absent,-48.673631,-25.304749,PR,2017,4,OutsideBreeding,0.017,-0.298309627,0.307789301,17
Trichothraupis_melanops,25,74.7,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2012,8,OutsideBreeding,1.385,0.028692284,0.565196174,4
Trichothraupis_melanops,27,77,Adult,Male,Absent,Present,Present,-42.38333,-22.5,RJ,2002,3,Breeding,2.631,0.157245135,0.968933781,30
Trichothraupis_melanops,22,75,Adult,Female,Absent,Absent,Absent,-42.38333,-22.5,RJ,2001,12,Breeding,-1.609,-0.082013972,-0.603132586,30
Trichothraupis_melanops,26,78,Adult,Male,Absent,Absent,Absent,-49.671408,-28.649798,SC,2013,5,OutsideBreeding,0.758,-0.123803337,0.449837769,6
Trichothraupis_melanops,23,71,Adult,Male,Absent,Absent,Absent,-42.38333,-22.5,RJ,2002,9,OutsideBreeding,-1.009,0.000168934,-0.42899585,30
Trichothraupis_melanops,25.5,74.75,Adult,Male,Present,Present,Present,-48.673631,-25.304749,PR,2017,5,OutsideBreeding,0.472,-0.441978768,0.645834171,17
Trichothraupis_melanops,28,75.4,Adult,Male,Absent,Present,Present,-48.541493,-25.587558,PR,2003,1,Breeding,2.832,0.26795065,0.944095346,4
Trichothraupis_melanops,21,76,Adult,Male,Absent,Absent,Absent,-48.46,-23.29,SP,2006,5,OutsideBreeding,-0.945,-0.131186041,-0.270300113,19
Trichothraupis_melanops,25.5,76.6,Adult,Female,Absent,Absent,Absent,-48.68104,-25.301984,PR,2017,7,OutsideBreeding,0.331,-0.017196162,0.160816448,34
Trichothraupis_melanops,22,76,Adult,Male,Absent,Absent,Absent,-49.398056,-22.530694,SP,2017,7,OutsideBreeding,0.478,-0.018848348,0.225266947,12
Trichothraupis_melanops,24,71,Adult,Female,Absent,Absent,Absent,-48.675863,-25.301518,PR,2017,7,OutsideBreeding,-0.744,0.271936693,-0.587555766,22
Trichothraupis_melanops,26,77.7,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2004,6,OutsideBreeding,0.567,0.110874411,0.133564935,4
Trichothraupis_melanops,20.5,71.25,Adult,Male,Absent,Present,Absent,-48.673631,-25.304749,PR,2017,4,OutsideBreeding,-4.263,-0.179420378,-1.639513399,17
Trichothraupis_melanops,27,76.1,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2008,12,Breeding,1.253,0.110873744,0.426624393,4
Trichothraupis_melanops,26.6,77.3,Adult,Male,Absent,Absent,Absent,-48.673631,-25.304749,PR,2017,5,OutsideBreeding,1.378,-0.298309627,0.88920769,17
Trichothraupis_melanops,22,76,Adult,Female,Absent,Absent,Absent,-44.204194,-23.183073,RJ,1996,6,OutsideBreeding,-1.118,-0.078844946,-0.396546704,8
Trichothraupis_melanops,23,73,Adult,Female,Absent,Absent,Absent,-47.684,-23.915,SP,2006,4,OutsideBreeding,0.365,-0.242506213,0.400651279,35
Trichothraupis_melanops,22,79,Adult,Male,Absent,Present,Present,-48.054843,-20.091019,SP,2008,3,Breeding,-0.05,-0.006127753,-0.013014934,15
Trichothraupis_melanops,23.5,75,Adult,Female,Absent,Absent,Absent,-54.487792,-25.619635,PR,2013,9,OutsideBreeding,1.612,-0.587093838,1.277956561,5
Trichothraupis_melanops,26.5,72,Adult,Female,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,-1.157,-0.172399222,-0.319653205,1
Trichothraupis_melanops,24.5,73,Adult,Male,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,-2.858,-0.090217036,-1.128501578,1
Trichothraupis_melanops,24.5,76,Adult,Female,Absent,Absent,Absent,-49.405145,-28.599546,SC,2013,4,OutsideBreeding,-1.34,-0.172399243,-0.397830675,1
Trichothraupis_melanops,24,74.9,Adult,Male,Absent,Absent,Present,-48.541493,-25.587558,PR,2012,5,OutsideBreeding,0.37,0.1490621,0.011218964,4
Trichothraupis_melanops,21,76,Adult,Male,Absent,Absent,Absent,-48.054843,-20.091019,SP,2009,3,Breeding,-1.403,-0.163204613,-0.433938867,15
Trichothraupis_melanops,24,75.6,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2002,4,OutsideBreeding,-0.688,0.028692283,-0.320388189,4
Trichothraupis_melanops,19,74,Adult,Female,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,10,Breeding,-2.124,-0.277048045,-0.628106206,23
Trichothraupis_melanops,27,75.8,Adult,Female,Present,Absent,Absent,-48.812205,-27.768275,SC,2001,12,Breeding,2.892,0.802681552,0.434996408,36
Trichothraupis_melanops,22,68,Adult,Male,Absent,Absent,Absent,-45.982,-23.633,SP,2006,8,OutsideBreeding,-1.784,-0.06010402,-0.699802433,33
Trichothraupis_melanops,25.5,78,Adult,Female,Absent,Present,Absent,-44.202778,-23.175,RJ,2007,5,OutsideBreeding,2.419,0.352354728,0.683257915,37
Trichothraupis_melanops,21,76,Adult,Female,Present,Present,Absent,-49.671408,-28.649798,SC,2014,1,Breeding,-3.034,0.215169426,-1.509075134,6
Trichothraupis_melanops,20,75.97,Adult,Female,Absent,Absent,Absent,-42.95,-19.966667,MG,1998,1,Breeding,-0.927,-0.195154285,-0.198642279,38
Trichothraupis_melanops,24.7,73.85,Adult,Male,Absent,Absent,Absent,-48.673631,-25.304749,PR,2017,2,Breeding,-0.26,-0.298310305,0.189455744,17
Trichothraupis_melanops,25.5,74,Adult,Female,Absent,Absent,Absent,-48.68104,-25.301984,PR,2017,7,OutsideBreeding,0.529,-0.017196162,0.24540193,34
Trichothraupis_melanops,21,64,Adult,Female,Absent,Present,Absent,-49.398056,-22.530694,SP,2017,5,OutsideBreeding,-3.281,0.017858715,-1.417282677,12
Trichothraupis_melanops,22.5,76,Adult,Male,Absent,Absent,Absent,-47.81,-23.95,SP,2006,8,OutsideBreeding,0.555,0.067452201,0.171860752,39
Trichothraupis_melanops,24,73.5,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2015,4,OutsideBreeding,0.449,0.147581497,0.046448319,4
Trichothraupis_melanops,20.5,74.92,Adult,Male,Absent,Absent,Absent,-42.95,-19.966667,MG,1998,1,Breeding,-0.162,-0.112972099,0.045983079,38
Trichothraupis_melanops,25,72,Adult,Male,Absent,Absent,Absent,-49.076722,-22.775,SP,2016,5,OutsideBreeding,3.416,0.079120949,1.382409499,26
Trichothraupis_melanops,17,74,Adult,Female,Absent,Absent,Absent,-49.672487,-22.37698,SP,2016,10,Breeding,-4.124,-0.277048045,-1.482505014,23
Trichothraupis_melanops,23.5,76,Adult,Female,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,-2.961,-0.172399222,-1.09032093,1
Trichothraupis_melanops,42.5,70,Adult,Male,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,14.245,-0.090217036,6.177889832,1
Trichothraupis_melanops,25,74.6,Adult,Female,Absent,Present,Absent,-48.541493,-25.587558,PR,2003,3,Breeding,-0.108,0.147580835,-0.191501087,4
Trichothraupis_melanops,24.5,74,Adult,Female,Absent,Present,Present,-47.81,-23.95,SP,2006,5,OutsideBreeding,2.095,0.142346893,0.754853142,39
Trichothraupis_melanops,25,75.4,Adult,Male,Absent,Present,Absent,-48.541493,-25.587558,PR,2016,8,OutsideBreeding,0.86,0.229763696,0.139845075,4
Trichothraupis_melanops,23.5,61,Adult,Female,Absent,Absent,Absent,-46.457653,-23.876918,SP,2015,6,OutsideBreeding,-2.013,-0.037256386,-0.820478731,40
Trichothraupis_melanops,24,84,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2012,5,OutsideBreeding,-0.321,0.11087447,-0.245788195,4
Trichothraupis_melanops,21,71,Adult,Male,Absent,Absent,Absent,-45.982,-23.633,SP,2005,11,Breeding,-2.277,-0.060104645,-0.910411115,33
Trichothraupis_melanops,21,69,Adult,Female,Absent,Absent,Absent,-49.398056,-22.530694,SP,2017,3,Breeding,-2.132,-0.101031212,-0.807540634,12
Trichothraupis_melanops,24,79,Adult,Female,Absent,Absent,Absent,-44.202778,-23.175,RJ,1996,6,OutsideBreeding,0.938,0.233465479,0.169464846,37
Trichothraupis_melanops,24,70,Adult,Female,Absent,Absent,Absent,-48.541493,-25.587558,PR,2004,8,OutsideBreeding,-0.848,0.028692225,-0.388740036,4
Trichothraupis_melanops,24,70.8,Adult,Male,Absent,Absent,Absent,-48.474789,-27.585696,SC,2001,4,OutsideBreeding,-3.557,-0.218156453,-1.299174544,29
Trichothraupis_melanops,23,75,Adult,Female,Present,Absent,Absent,-41.02029722,-20.39838889,ES,2015,10,Breeding,0.639,0.278727289,-0.003529586,21
Trichothraupis_melanops,19,78.7,Adult,Male,Absent,Present,Absent,-54.487792,-25.619635,PR,2015,3,Breeding,-4.945,-0.386023097,-1.724260674,5
Trichothraupis_melanops,21,76,Adult,Male,Absent,Absent,Present,-48.433333,-23.266667,SP,2010,5,OutsideBreeding,-1.906,-0.292778073,-0.519246708,13
Trichothraupis_melanops,26,81.2,Adult,Male,Absent,Present,Absent,-48.810668,-27.73223,SC,2001,6,OutsideBreeding,1.552,0.154729124,0.510501635,32
Trichothraupis_melanops,25,79,Adult,Male,Absent,Absent,Absent,-49.403256,-28.600583,SC,2012,11,Breeding,1.389,0.301068356,0.2945289,41
Trichothraupis_melanops,22,75,Adult,Female,Absent,Present,Absent,-48.054843,-20.091019,SP,2008,3,Breeding,-0.969,-0.126497568,-0.285241371,15
Trichothraupis_melanops,22,72,Adult,Male,Absent,Absent,Present,-49.076722,-22.775,SP,2016,6,OutsideBreeding,0.416,0.117308579,0.062623657,26
Trichothraupis_melanops,23.5,75,Adult,Male,Absent,Absent,Absent,-45.982,-23.633,SP,2006,5,OutsideBreeding,1.325,-0.06010402,0.628360515,33
Trichothraupis_melanops,26,79.9,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2008,7,OutsideBreeding,-0.035,0.110874422,-0.123609117,4
Trichothraupis_melanops,20,75.1,Adult,Male,Absent,Absent,Absent,-54.487792,-25.619635,PR,2012,5,OutsideBreeding,-3.645,-0.504911631,-1.050012914,5
Trichothraupis_melanops,27,72,Adult,Male,Absent,Absent,Absent,-49.405145,-28.599546,SC,2012,8,OutsideBreeding,-0.657,-0.090217036,-0.188235689,1
Trichothraupis_melanops,26,77,Adult,Female,Absent,Absent,Absent,-49.405145,-28.599546,SC,2013,4,OutsideBreeding,0.459,-0.172399243,0.370701053,1
Trichothraupis_melanops,25,78.2,Adult,Male,Absent,Absent,Absent,-48.541493,-25.587558,PR,2017,4,OutsideBreeding,-0.29,0.11087443,-0.232544974,4
Trichothraupis_melanops,23,74.7,Adult,Female,Absent,Present,Absent,-54.487792,-25.619635,PR,2014,5,OutsideBreeding,-0.147,-0.468204608,0.407623579,5
Trichothraupis_melanops,24,73,Adult,Male,Absent,Absent,Absent,-44.204194,-23.183073,RJ,1996,8,OutsideBreeding,0.028,0.00333724,0.010841627,8
Trichothraupis_melanops,24.5,78,Adult,Female,Absent,Absent,Absent,-49.671408,-28.649798,SC,2013,5,OutsideBreeding,-0.742,-0.205985523,-0.108779151,6
Trichothraupis_melanops,20,77,Adult,Male,Absent,Absent,Absent,-46.340917,-23.855861,SP,2015,6,OutsideBreeding,-1.835,-0.01114908,-0.770544543,31
